user_nr	richtig	tendenz	differenz	punkte	spieltag	platz
56	2	3	0	9	27	31
56	1	2	1	7	28	28
56	0	1	2	5	29	28
56	1	2	0	5	30	29
56	0	2	1	4	31	29
56	0	4	2	8	32	29
56	1	2	0	5	33	29
56	1	1	1	6	34	28
57	1	1	1	6	1	18
57	1	1	1	6	2	22
57	0	2	0	2	3	32
57	0	4	1	6	4	37
57	0	0	1	2	5	38
57	1	1	2	8	6	31
57	1	2	0	5	7	32
57	2	3	1	11	8	23
57	0	3	1	5	9	21
57	0	3	1	5	10	22
57	0	3	2	7	11	22
57	2	3	1	11	12	21
57	1	3	2	10	13	20
57	4	1	2	17	14	6
57	1	2	3	11	15	3
57	0	4	0	4	16	4
57	1	3	2	10	17	4
57	1	3	0	6	18	19
57	0	2	2	6	19	18
57	0	5	3	11	20	7
57	0	3	2	7	21	9
57	1	6	1	11	22	1
57	1	3	2	10	23	1
57	0	2	2	6	24	1
57	0	2	0	2	25	3
57	0	2	0	2	26	2
57	0	3	2	7	27	4
57	1	1	1	6	28	4
57	0	4	0	4	29	5
57	2	2	1	10	30	4
57	2	2	1	10	31	2
57	0	5	1	7	32	2
57	0	1	0	1	33	5
57	0	4	0	4	34	7
58	1	3	2	10	1	5
58	1	2	0	5	2	9
58	0	2	1	4	3	20
58	0	4	3	10	4	11
58	0	2	1	4	5	13
58	0	2	1	4	6	13
58	0	3	0	3	7	19
58	1	3	2	10	8	12
58	1	2	1	7	9	10
58	0	5	1	7	10	9
58	2	4	0	10	11	5
58	2	3	0	9	12	6
58	3	5	0	14	13	4
58	1	4	0	7	14	4
58	1	3	0	6	15	7
58	0	4	0	4	16	8
58	1	4	0	7	17	7
58	1	3	0	6	18	19
58	0	3	1	5	19	27
58	1	3	2	10	20	14
58	1	1	3	10	21	6
58	0	4	0	4	22	9
58	1	2	1	7	23	10
58	0	4	0	4	24	21
58	0	2	1	4	25	20
58	0	3	0	3	26	21
58	1	4	1	9	27	16
58	1	0	1	5	28	17
58	0	5	1	7	29	12
58	0	3	1	5	30	14
58	1	2	1	7	31	13
58	1	6	0	9	32	13
58	0	2	0	2	33	13
58	1	2	2	9	34	10
60	0	1	1	3	1	37
60	0	3	1	5	2	35
60	0	3	1	5	3	35
60	1	4	1	9	4	31
60	1	2	1	7	5	25
60	0	2	1	4	6	25
60	0	3	1	5	7	26
60	0	1	1	3	10	39
60	0	3	2	7	11	38
60	0	4	0	4	12	39
60	0	7	0	7	13	39
60	0	3	0	3	14	39
60	0	2	0	2	15	39
61	1	2	0	5	1	27
61	0	1	1	3	2	35
61	1	2	1	7	3	30
61	0	0	4	8	4	28
61	0	4	1	6	5	25
61	1	0	2	7	6	17
61	1	1	1	6	7	13
61	0	2	1	4	8	23
61	0	1	1	3	9	26
61	0	5	1	7	10	22
61	1	2	1	7	11	22
61	1	1	1	6	12	27
61	1	4	0	7	13	28
61	0	2	1	4	15	34
61	0	3	0	3	16	36
61	0	3	0	3	17	36
61	0	1	0	1	18	36
61	1	2	1	7	19	36
61	1	3	2	10	20	25
61	1	2	1	7	21	23
61	0	5	1	7	22	17
61	0	1	0	1	23	32
61	2	0	1	8	24	29
61	1	1	1	6	25	25
61	2	2	1	10	26	13
61	0	1	2	5	28	25
61	0	2	1	4	29	28
61	1	1	1	6	30	27
61	1	2	1	7	31	22
61	1	4	1	9	32	22
61	0	1	2	5	33	21
61	1	2	2	9	34	16
62	0	3	2	7	1	12
62	2	2	1	10	2	5
62	0	3	0	3	3	14
62	1	3	0	6	4	22
62	0	1	1	3	5	25
62	0	2	1	4	6	25
62	0	1	2	5	7	26
62	2	2	2	12	8	12
62	0	1	1	3	9	18
62	0	5	0	5	10	18
62	0	3	3	9	11	17
62	1	3	0	6	12	22
62	0	6	0	6	13	27
62	0	1	2	5	14	27
62	1	3	3	12	15	22
62	0	1	1	3	16	27
62	0	2	2	6	17	28
62	1	1	0	4	18	32
62	1	4	0	7	19	27
62	2	3	1	11	20	11
62	0	4	1	6	21	11
62	0	6	1	8	22	5
62	2	2	1	10	23	2
62	0	1	1	3	24	12
62	0	3	0	3	25	17
62	1	2	2	9	26	2
62	1	3	2	10	27	2
62	0	1	1	3	28	4
62	0	2	0	2	29	10
62	1	3	0	6	30	8
62	1	4	0	7	31	8
62	1	4	1	9	32	8
62	0	2	0	2	33	8
62	0	1	1	3	34	15
63	1	2	3	11	1	3
63	0	2	1	4	2	9
63	2	2	1	10	3	2
63	0	4	2	8	4	2
63	0	1	2	5	5	3
63	0	1	1	3	6	4
63	1	0	3	9	7	3
63	0	4	0	4	8	3
63	0	2	2	6	9	4
63	0	4	1	6	10	3
63	0	2	2	6	11	10
63	3	4	0	13	12	4
63	1	4	0	7	13	7
63	0	1	2	5	14	9
63	4	2	0	14	15	5
63	0	3	3	9	16	3
63	1	4	1	9	17	3
63	1	4	0	7	18	10
63	0	5	0	5	19	18
63	1	2	1	7	20	21
63	0	3	0	3	21	30
63	0	4	1	6	22	32
63	0	4	0	4	23	33
63	1	2	2	9	24	29
63	0	1	1	3	25	31
63	0	2	0	2	26	33
63	0	2	2	6	27	32
63	1	1	2	8	28	30
63	1	2	1	7	29	24
63	1	0	1	5	30	27
63	0	1	1	3	31	29
63	0	6	1	8	32	29
63	1	1	1	6	33	28
63	2	3	0	9	34	24
64	0	0	0	0	1	0
64	0	2	2	6	2	39
64	0	1	3	7	3	35
64	1	4	1	9	4	31
64	1	2	0	5	5	30
64	0	0	0	0	6	39
64	1	2	0	5	7	38
64	1	2	0	5	8	38
64	0	2	0	2	9	37
64	0	4	0	4	10	38
64	0	3	1	5	11	38
64	0	3	3	9	12	38
64	2	2	1	10	13	37
64	0	1	1	3	14	37
64	0	3	1	5	15	37
64	0	0	0	0	18	37
64	1	3	1	8	19	36
64	0	3	1	5	20	37
64	1	2	3	11	23	38
