spieltag	sp_nr	user_nr	tore1	tore2
9	1	34	1	3
9	1	35	0	2
9	1	36	1	2
9	1	37	0	2
9	1	42	1	1
9	1	43	0	1
9	1	45	1	3
9	1	46	1	2
9	1	47	0	2
9	1	49	0	3
9	1	50	1	2
9	1	51	1	3
9	1	52	0	3
9	1	54	0	2
9	1	55	1	2
9	1	56	0	2
9	1	57	2	1
9	1	58	0	2
9	1	61	1	2
9	1	62	1	3
9	1	63	0	1
9	1	64	1	3
9	2	2	2	0
9	2	3	2	0
9	2	4	2	0
9	2	5	2	1
9	2	7	2	1
9	2	8	3	2
9	2	9	2	0
9	2	10	2	1
9	2	11	2	1
9	2	12	1	0
9	2	13	2	1
9	2	14	1	1
9	2	17	0	1
9	2	20	1	2
9	2	24	3	0
9	2	32	2	1
9	2	34	3	1
9	2	35	3	1
9	2	36	2	1
9	2	37	2	1
9	2	42	1	0
9	2	43	2	1
9	2	45	2	1
9	2	46	2	0
9	2	47	1	0
9	2	49	2	0
9	2	50	2	1
9	2	51	1	0
9	2	52	1	1
9	2	54	1	2
9	2	55	3	2
9	2	56	2	1
9	2	57	3	1
9	2	58	2	0
9	2	61	1	2
9	2	62	3	0
9	2	63	2	1
9	2	64	2	0
9	3	2	0	2
9	3	3	0	1
9	3	4	0	1
9	3	5	2	1
9	3	7	1	2
9	3	8	1	2
9	3	9	1	1
9	3	10	1	2
9	3	11	1	2
9	3	12	1	2
9	3	13	1	2
9	3	14	0	3
9	3	17	0	2
9	3	20	1	3
9	3	24	1	2
9	3	32	1	2
9	3	34	2	1
9	3	35	1	1
9	3	36	1	2
9	3	37	2	1
9	3	42	1	1
9	3	43	1	2
9	3	45	1	3
9	3	46	0	2
9	3	47	2	2
9	3	49	1	3
9	3	50	1	2
9	3	51	1	2
9	3	52	1	3
9	3	54	1	3
9	3	55	1	1
9	3	56	1	1
9	3	57	2	1
9	3	58	1	2
9	3	61	2	1
9	3	62	1	1
9	3	63	1	1
9	3	64	0	2
9	4	2	1	2
9	4	3	2	1
9	4	4	1	2
9	4	5	2	1
9	4	7	2	1
9	4	8	2	1
9	4	9	2	0
9	4	10	1	1
9	4	11	1	1
9	4	12	1	2
9	4	13	2	1
9	4	14	1	2
9	4	17	1	3
9	4	20	1	2
9	4	24	1	1
9	4	32	2	1
9	4	34	3	1
9	4	35	2	1
9	4	36	2	1
9	4	37	2	1
9	4	42	3	1
9	4	43	2	1
9	4	45	3	1
9	4	46	2	0
9	4	47	3	1
9	4	49	3	3
9	4	50	2	1
9	4	51	2	0
9	4	52	1	2
9	4	54	3	1
9	4	55	2	1
9	4	56	1	2
9	4	57	3	1
9	4	58	2	1
9	4	61	2	1
9	4	62	1	1
9	4	63	2	0
9	4	64	1	1
9	5	2	2	3
9	5	3	2	3
9	5	4	2	4
9	5	5	1	2
9	5	7	1	2
9	5	8	3	2
9	5	9	1	3
9	5	10	1	3
9	5	11	1	3
9	5	12	1	3
9	5	13	1	3
9	5	14	1	1
9	5	17	0	3
9	5	20	1	2
9	5	24	0	2
9	5	32	1	2
9	5	34	1	3
9	5	35	2	2
9	5	36	1	3
9	5	37	2	3
9	5	42	2	1
9	5	43	1	2
9	5	45	2	3
9	5	46	2	2
9	5	47	1	3
9	5	49	0	2
9	5	50	1	2
9	5	51	1	4
9	5	52	2	3
9	5	54	1	2
9	5	55	2	4
9	5	56	2	3
9	5	57	1	2
9	5	58	1	3
9	5	61	1	2
9	5	62	0	3
9	5	63	2	3
9	5	64	1	3
9	6	2	1	2
9	6	3	1	2
9	6	4	1	1
9	6	5	2	1
9	6	7	2	2
9	6	8	1	2
9	6	9	2	2
9	6	10	1	2
9	6	11	0	3
9	6	12	1	2
9	6	13	0	2
9	6	14	0	2
9	6	17	1	4
9	6	20	1	2
9	6	24	1	2
9	6	32	0	2
9	6	34	0	2
9	6	35	0	1
9	6	36	1	2
9	6	37	1	2
9	6	42	1	2
9	6	43	1	2
9	6	45	1	2
9	6	46	0	1
9	6	47	1	2
9	6	49	1	1
9	6	50	1	2
9	6	51	1	1
9	6	52	2	4
9	6	54	1	2
9	6	55	2	2
9	6	56	1	2
9	6	57	1	1
9	6	58	1	2
9	6	61	1	1
9	6	62	1	1
9	6	63	1	4
9	6	64	0	1
9	7	2	1	2
9	7	3	1	2
9	7	4	2	1
9	7	5	1	2
9	7	7	2	1
9	7	8	2	3
9	7	9	1	2
9	7	10	1	2
9	7	11	3	1
9	7	12	2	1
9	7	13	1	2
9	7	14	1	1
9	7	17	0	2
9	7	20	1	1
9	7	24	0	2
9	7	32	1	3
9	7	34	2	1
9	7	35	1	1
9	7	36	1	2
9	7	37	2	1
9	7	42	0	2
9	7	43	1	3
9	7	45	2	4
9	7	46	0	1
9	7	47	1	4
9	7	49	0	2
9	7	50	1	2
9	7	51	2	1
9	7	52	1	3
9	7	54	1	2
9	7	55	1	2
9	7	56	1	3
9	7	57	2	3
9	7	58	1	3
9	7	61	2	1
9	7	62	1	2
9	7	63	0	1
9	7	64	1	0
9	8	2	2	1
9	8	3	2	2
9	8	4	0	0
9	8	5	2	1
9	8	7	1	2
9	8	8	2	1
9	8	9	2	1
9	8	10	1	1
9	8	11	2	0
9	8	12	1	2
9	8	13	1	1
9	8	14	2	1
9	8	17	1	2
9	8	20	1	1
9	8	24	0	1
9	8	32	1	0
9	8	34	3	1
9	8	35	2	1
9	8	36	1	2
9	8	37	0	2
9	8	42	1	2
9	8	43	1	1
9	8	45	2	2
9	8	46	1	0
9	8	47	2	2
9	8	49	1	1
9	8	50	1	2
9	8	51	1	0
9	8	52	2	2
9	8	54	2	1
9	8	55	1	2
9	8	56	1	1
9	8	57	2	1
9	8	58	1	2
9	8	61	0	2
9	8	62	1	2
9	8	63	0	0
9	8	64	2	1
9	9	2	2	1
9	9	3	1	1
9	9	4	1	1
9	9	5	2	1
9	9	7	2	1
9	9	8	2	2
9	9	9	3	1
9	9	10	1	2
9	9	11	1	1
9	9	12	2	1
9	9	13	2	1
9	9	14	2	1
9	9	17	1	2
9	9	20	1	1
9	9	24	2	2
9	9	32	2	1
9	9	34	2	2
9	9	35	2	1
9	9	36	2	3
9	9	42	1	2
9	9	43	1	1
9	9	45	1	3
9	9	46	1	0
9	9	47	1	2
9	9	49	2	1
9	9	50	2	1
9	9	51	2	1
9	9	52	1	2
9	9	55	2	1
9	9	56	2	2
9	9	57	3	1
9	9	58	1	2
9	9	61	1	1
9	9	62	3	2
9	9	63	2	3
9	9	64	2	2
10	1	2	1	2
10	1	3	1	2
10	1	4	1	2
10	1	5	0	2
10	1	7	2	1
10	1	8	2	1
10	1	9	1	3
10	1	10	2	1
10	1	12	0	2
10	1	13	1	2
10	1	14	0	2
10	1	24	1	3
10	1	32	0	2
10	1	34	1	1
10	1	35	2	2
10	1	36	1	2
10	1	37	0	2
10	1	42	1	2
10	1	43	1	2
10	1	46	0	2
10	1	47	0	2
10	1	49	0	2
10	1	50	1	2
10	1	51	2	2
10	1	52	1	3
10	1	55	1	3
10	1	56	1	3
10	1	57	2	1
10	1	58	1	2
10	1	61	0	2
10	1	62	1	2
10	1	63	1	3
10	1	64	0	2
10	2	2	1	2
10	2	3	2	2
10	2	4	1	0
10	2	5	1	0
10	2	7	2	1
10	2	8	2	1
10	2	9	2	1
10	2	10	2	1
10	2	11	2	1
10	2	12	1	0
10	2	13	2	1
10	2	14	2	1
10	2	17	2	1
10	2	20	1	1
10	2	24	2	1
10	2	32	2	1
10	2	34	3	1
10	2	35	2	2
10	2	36	2	1
10	2	37	2	1
10	2	42	2	1
10	2	43	2	1
10	2	45	3	2
10	2	46	1	0
10	2	47	3	2
10	2	49	2	1
10	2	50	2	1
10	2	51	2	1
10	2	52	2	1
10	2	54	1	2
10	2	55	2	1
10	2	56	2	1
10	2	57	2	1
10	2	58	2	1
10	2	61	1	2
10	2	62	1	2
10	2	63	2	1
10	2	64	2	2
10	3	2	2	1
10	3	3	2	0
10	3	4	2	0
10	3	5	2	1
10	3	7	2	2
10	3	8	1	2
10	3	9	2	1
10	3	10	2	1
10	3	11	2	1
10	3	12	2	1
10	3	13	2	1
10	3	14	0	0
10	3	17	2	1
10	3	20	2	1
10	3	24	3	1
10	3	32	0	1
10	3	34	2	1
10	3	35	2	0
10	3	36	1	1
10	3	37	0	1
10	3	42	1	0
10	3	43	2	1
10	3	45	2	1
10	3	46	2	1
10	3	47	1	2
10	3	49	1	1
10	3	50	2	1
10	3	51	2	1
10	3	52	2	2
10	3	54	2	0
10	3	55	2	1
10	3	56	2	1
10	3	57	2	1
10	3	58	2	1
10	3	61	3	1
10	3	62	2	1
10	3	63	2	0
10	3	64	1	0
10	4	2	3	1
10	4	3	1	1
10	4	4	2	2
10	4	5	3	1
10	4	7	1	2
10	4	8	3	2
10	4	9	3	2
10	4	10	3	1
10	4	11	2	1
10	4	12	1	2
10	4	13	3	1
10	4	14	1	1
10	4	17	1	1
10	4	20	2	2
10	4	24	3	1
10	4	32	3	1
10	4	34	2	2
10	4	35	3	1
10	4	36	3	1
10	4	37	1	2
10	4	42	2	0
10	4	43	2	1
10	4	45	3	1
10	4	46	2	1
10	4	47	3	1
10	4	49	4	1
10	4	50	2	1
10	4	51	0	0
10	4	52	2	3
10	4	54	3	2
10	4	55	4	2
10	4	56	2	1
10	4	57	3	1
10	4	58	2	0
10	4	60	5	2
10	4	61	3	1
10	4	62	3	1
10	4	63	1	1
10	4	64	3	1
10	5	2	2	1
10	5	3	1	1
10	5	4	2	1
10	5	5	2	0
10	5	7	2	1
10	5	8	1	2
10	5	9	1	2
10	5	10	1	1
10	5	11	2	1
10	5	12	1	1
10	5	13	2	1
10	5	14	1	1
10	5	17	0	2
10	5	20	2	1
10	5	24	2	1
10	5	32	2	1
10	5	34	1	2
10	5	35	2	1
10	5	36	1	1
10	5	37	2	2
10	5	42	2	1
10	5	43	1	1
10	5	45	2	2
10	5	46	2	1
10	5	47	1	1
10	5	49	2	0
10	5	50	2	1
10	5	51	2	1
10	5	52	3	1
10	5	54	3	1
10	5	55	2	0
10	5	56	1	0
10	5	57	2	1
10	5	58	2	1
10	5	60	2	3
10	5	61	2	1
10	5	62	1	1
10	5	63	1	0
10	5	64	1	1
10	6	2	1	2
10	6	3	1	2
10	6	4	1	2
10	6	5	2	0
10	6	7	2	1
10	6	8	3	1
10	6	9	2	2
10	6	10	1	2
10	6	11	2	3
10	6	12	1	1
10	6	13	1	1
10	6	14	1	2
10	6	17	1	1
10	6	20	1	2
10	6	24	2	1
10	6	32	1	2
10	6	34	1	2
10	6	35	1	1
10	6	36	1	2
10	6	37	0	3
10	6	42	1	2
10	6	43	1	2
10	6	45	1	3
10	6	46	2	1
10	6	47	1	3
10	6	49	0	1
10	6	50	2	1
10	6	51	1	1
10	6	52	1	4
10	6	54	0	2
10	6	55	2	1
10	6	56	1	2
10	6	57	2	1
10	6	58	1	2
10	6	61	1	2
10	6	62	2	1
10	6	63	1	2
10	6	64	1	2
10	7	2	3	1
10	7	3	3	2
10	7	4	2	2
10	7	5	2	1
10	7	7	1	0
10	7	8	3	2
10	7	9	2	1
10	7	10	2	1
10	7	11	2	2
10	7	12	1	0
10	7	13	2	1
10	7	14	2	0
10	7	17	2	0
10	7	20	2	1
10	7	24	3	2
10	7	32	2	1
10	7	34	2	1
10	7	35	1	1
10	7	36	2	1
10	7	37	2	1
10	7	42	0	2
10	7	43	2	1
10	7	45	2	2
10	7	46	2	1
10	7	47	0	2
10	7	49	2	0
10	7	50	2	1
10	7	51	2	0
10	7	52	1	1
10	7	54	3	1
10	7	55	2	0
10	7	56	1	1
10	7	57	2	2
10	7	58	2	1
10	7	61	2	1
10	7	62	1	2
10	7	63	1	0
10	7	64	2	2
10	8	2	2	2
10	8	3	2	2
10	8	4	2	1
10	8	5	1	3
10	8	7	1	2
10	8	8	2	1
10	8	9	1	1
10	8	10	2	2
10	8	11	2	2
10	8	12	2	1
10	8	13	1	2
10	8	14	2	1
10	8	17	1	1
10	8	20	1	1
10	8	24	1	2
10	8	32	1	2
10	8	34	1	2
10	8	35	1	1
10	8	36	3	2
10	8	37	2	1
10	8	42	0	2
10	8	43	1	2
10	8	45	1	3
10	8	46	2	1
10	8	47	1	3
10	8	49	2	2
10	8	50	1	2
10	8	51	1	1
10	8	52	2	2
10	8	54	1	2
10	8	55	1	1
10	8	56	1	2
10	8	57	1	1
10	8	58	1	2
10	8	60	3	1
10	8	61	2	2
10	8	62	1	2
10	8	63	0	2
10	8	64	1	2
10	9	2	2	0
10	9	3	2	0
10	9	4	2	0
10	9	5	2	0
10	9	7	2	0
10	9	8	2	1
10	9	9	3	1
10	9	10	3	1
10	9	11	2	1
10	9	12	1	2
10	9	13	2	1
10	9	14	1	1
10	9	17	2	0
10	9	20	1	2
10	9	24	3	0
10	9	32	2	0
10	9	34	2	0
10	9	35	3	1
10	9	36	2	1
10	9	37	3	1
10	9	42	2	0
10	9	43	3	1
10	9	45	3	1
10	9	46	2	1
10	9	47	2	1
10	9	49	4	0
10	9	50	2	1
10	9	51	2	1
10	9	52	2	0
10	9	54	2	1
10	9	55	1	0
10	9	56	2	2
10	9	57	3	1
10	9	58	2	0
10	9	61	1	2
10	9	62	3	1
10	9	63	3	0
10	9	64	3	1
11	1	2	1	0
11	1	3	3	1
11	1	4	2	0
11	1	5	0	0
11	1	7	4	1
11	1	8	2	1
11	1	9	4	1
11	1	10	1	1
11	1	11	2	1
11	1	12	1	0
11	1	13	2	1
11	1	14	2	0
11	1	17	2	1
11	1	20	2	1
11	1	24	2	2
11	1	32	2	1
11	1	34	3	1
11	1	35	2	0
11	1	36	2	2
11	1	37	2	1
11	1	42	2	1
11	1	43	2	1
11	1	45	2	1
11	1	46	2	1
11	1	47	2	1
11	1	49	1	1
11	1	50	2	1
11	1	51	2	0
11	1	52	1	1
11	1	54	3	2
11	1	55	2	1
11	1	56	1	1
11	1	57	3	1
11	1	58	2	0
11	1	60	3	2
11	1	61	1	1
11	1	62	2	2
11	1	63	3	1
11	1	64	2	2
11	2	2	0	2
11	2	3	0	2
11	2	4	2	1
11	2	5	0	2
11	2	7	1	1
11	2	8	0	3
11	2	9	1	3
11	2	10	1	2
11	2	11	0	3
11	2	12	0	3
11	2	13	0	2
11	2	14	0	3
11	2	17	1	3
11	2	20	1	3
11	2	24	0	2
11	2	32	0	2
11	2	34	1	2
11	2	35	1	3
11	2	36	0	2
11	2	37	0	3
11	2	42	0	3
11	2	43	1	3
11	2	45	1	3
11	2	46	0	3
11	2	47	0	1
11	2	49	0	2
11	2	50	1	2
11	2	51	1	3
11	2	52	1	4
11	2	54	0	2
11	2	55	1	2
11	2	56	0	2
11	2	57	1	3
11	2	58	0	2
11	2	60	1	3
11	2	61	0	3
11	2	62	0	2
11	2	63	0	1
11	2	64	0	3
11	3	2	1	2
11	3	3	1	1
11	3	4	2	1
11	3	5	2	0
11	3	7	2	1
11	3	8	2	1
11	3	9	2	2
11	3	10	3	1
11	3	11	2	1
11	3	12	0	2
11	3	13	2	1
11	3	14	0	1
11	3	17	1	3
11	3	20	2	1
11	3	24	1	1
11	3	32	2	1
11	3	34	2	0
11	3	35	2	2
11	3	36	1	2
11	3	37	0	1
11	3	42	1	2
11	3	43	1	1
11	3	45	2	2
11	3	46	2	1
11	3	47	2	2
11	3	49	1	1
11	3	50	2	1
11	3	51	2	1
11	3	52	2	1
11	3	54	1	2
11	3	55	2	2
11	3	56	2	1
11	3	57	3	1
11	3	58	1	2
11	3	60	3	3
11	3	61	1	1
11	3	62	3	1
11	3	63	1	1
11	3	64	2	1
11	4	2	1	3
11	4	3	0	2
11	4	4	1	1
11	4	5	0	2
11	4	7	1	2
11	4	8	2	3
11	4	9	1	2
11	4	10	1	2
11	4	11	2	2
11	4	12	1	2
11	4	13	2	2
11	4	14	1	2
11	4	17	1	3
11	4	20	1	2
11	4	24	1	3
11	4	32	1	2
11	4	34	1	3
11	4	35	2	1
11	4	36	1	2
11	4	37	1	3
11	4	42	1	2
11	4	43	1	2
11	4	45	2	2
11	4	46	1	2
11	4	47	1	3
11	4	49	0	3
11	4	50	1	2
11	4	51	1	2
11	4	52	1	3
11	4	54	2	1
11	4	55	1	1
11	4	56	1	2
11	4	57	2	2
11	4	58	2	3
11	4	60	2	5
11	4	61	2	2
11	4	62	0	2
11	4	63	2	3
11	4	64	1	2
11	5	2	3	1
11	5	3	2	0
11	5	4	3	1
11	5	5	2	0
11	5	7	3	1
11	5	8	3	0
11	5	9	2	1
11	5	10	3	1
11	5	11	1	0
11	5	12	1	2
11	5	13	3	1
11	5	14	2	1
11	5	17	2	0
11	5	20	1	1
11	5	24	2	0
11	5	32	2	0
11	5	34	2	0
11	5	35	3	1
11	5	36	2	0
11	5	37	2	0
11	5	42	2	0
11	5	43	2	0
11	5	45	3	1
11	5	46	2	0
11	5	47	2	0
11	5	49	3	0
11	5	50	2	1
11	5	51	3	1
11	5	52	2	0
11	5	54	3	1
11	5	55	3	0
11	5	56	3	2
11	5	57	3	1
11	5	58	3	1
11	5	60	5	1
11	5	61	2	1
11	5	62	2	1
11	5	63	2	2
11	5	64	2	0
11	6	2	1	1
11	6	3	1	0
11	6	4	2	1
11	6	5	0	0
11	6	7	2	1
11	6	8	3	1
11	6	9	2	0
11	6	10	1	2
11	6	11	2	1
11	6	12	1	2
11	6	13	2	1
11	6	14	1	1
11	6	17	2	2
11	6	20	1	2
11	6	24	1	1
11	6	32	1	0
11	6	34	0	2
11	6	35	1	1
11	6	36	2	1
11	6	37	2	1
11	6	42	1	0
11	6	43	1	1
11	6	45	2	1
11	6	46	2	1
11	6	47	2	0
11	6	49	0	0
11	6	50	2	1
11	6	51	1	1
11	6	52	3	1
11	6	54	0	1
11	6	55	3	2
11	6	56	2	2
11	6	57	3	1
11	6	58	2	1
11	6	60	4	3
11	6	61	1	1
11	6	62	3	1
11	6	63	0	0
11	6	64	2	0
11	7	2	1	1
11	7	3	2	2
11	7	4	1	0
11	7	5	2	1
11	7	7	3	1
11	7	8	2	1
11	7	9	2	1
11	7	10	1	1
11	7	11	2	1
11	7	12	1	1
11	7	13	2	1
11	7	14	1	2
11	7	17	2	1
11	7	20	1	2
11	7	24	2	1
11	7	32	2	1
11	7	34	1	1
11	7	35	2	1
11	7	36	1	1
11	7	37	1	2
11	7	42	1	2
11	7	43	1	2
11	7	45	2	3
11	7	46	1	2
11	7	47	2	1
11	7	49	1	3
11	7	50	1	2
11	7	51	2	1
11	7	52	1	1
11	7	55	2	1
11	7	56	2	2
11	7	57	2	1
11	7	58	2	1
11	7	60	1	3
11	7	61	3	1
11	7	62	3	1
11	7	63	1	1
11	7	64	1	1
11	8	2	2	2
11	8	3	1	2
11	8	4	1	2
11	8	5	1	2
11	8	7	1	2
11	8	8	2	1
11	8	9	1	3
11	8	10	1	2
11	8	11	1	1
11	8	12	1	2
11	8	13	1	2
11	8	14	1	1
11	8	17	1	1
11	8	20	2	1
11	8	24	1	3
11	8	32	1	3
11	8	34	1	2
11	8	35	1	2
11	8	36	1	3
11	8	37	1	2
11	8	42	0	2
11	8	43	1	2
11	8	45	1	3
11	8	46	1	2
11	8	47	0	3
11	8	49	0	2
11	8	50	1	2
11	8	51	1	2
11	8	52	2	3
11	8	54	1	2
11	8	55	2	1
11	8	56	2	3
11	8	57	1	3
11	8	58	1	2
11	8	60	2	4
11	8	61	1	2
11	8	62	1	1
11	8	63	0	2
11	8	64	0	1
11	9	2	1	3
11	9	3	1	1
11	9	4	1	2
11	9	5	0	2
11	9	7	1	3
11	9	8	1	3
11	9	9	1	4
11	9	10	1	4
11	9	11	2	3
11	9	12	1	3
11	9	13	1	3
11	9	14	2	3
11	9	17	1	4
11	9	20	2	4
11	9	24	1	4
11	9	32	1	3
11	9	34	2	1
11	9	35	1	2
11	9	36	1	3
11	9	37	2	1
11	9	42	0	3
11	9	43	1	3
11	9	45	1	4
11	9	46	1	3
11	9	47	1	4
11	9	49	0	2
11	9	50	1	2
11	9	51	2	2
11	9	52	2	2
11	9	54	0	3
11	9	55	0	2
11	9	56	1	2
11	9	57	1	3
11	9	58	0	3
11	9	60	6	2
11	9	61	0	2
11	9	62	2	4
11	9	63	0	3
11	9	64	1	3
12	1	2	0	2
12	1	3	1	1
12	1	4	1	2
12	1	5	1	3
12	1	7	1	2
12	1	8	1	3
12	1	9	0	1
12	1	10	1	2
12	1	11	1	2
12	1	12	0	2
12	1	13	1	2
12	1	14	0	2
12	1	17	2	1
12	1	24	1	1
12	1	32	0	2
12	1	34	2	1
12	1	35	1	1
12	1	36	1	2
12	1	37	0	2
12	1	42	0	2
12	1	43	1	3
12	1	45	1	3
12	1	46	1	2
12	1	47	1	3
12	1	49	0	3
12	1	50	1	2
12	1	51	1	0
12	1	52	0	3
12	1	54	0	2
12	1	55	1	3
12	1	56	4	3
12	1	57	1	2
12	1	58	0	2
12	1	60	2	3
12	1	61	0	2
12	1	62	1	2
12	1	63	0	2
12	1	64	0	3
12	2	2	2	1
12	2	3	3	2
12	2	4	1	1
12	2	5	2	1
12	2	7	2	1
12	2	8	3	1
12	2	9	2	1
12	2	10	2	1
12	2	11	3	1
12	2	12	1	2
12	2	13	2	1
12	2	14	2	1
12	2	17	2	0
12	2	24	2	0
12	2	32	2	1
12	2	34	3	1
12	2	35	1	1
12	2	36	2	1
12	2	42	2	0
12	2	43	2	1
12	2	45	3	1
12	2	46	2	1
12	2	47	2	2
12	2	49	2	1
12	2	50	2	1
12	2	51	1	1
12	2	52	3	2
12	2	54	3	1
12	2	55	2	1
12	2	56	18	17
12	2	57	1	2
12	2	60	5	2
12	2	62	1	1
12	2	63	2	0
12	2	64	2	1
12	3	2	2	1
12	3	3	2	2
12	3	4	1	2
12	3	5	1	0
12	3	7	2	1
12	3	8	1	2
12	3	9	2	1
12	3	10	2	1
12	3	11	1	1
12	3	12	1	3
12	3	13	2	1
12	3	14	0	1
12	3	17	2	3
12	3	24	1	0
12	3	32	1	2
12	3	34	2	1
12	3	35	1	1
12	3	36	1	1
12	3	37	1	2
12	3	42	0	1
12	3	43	1	2
12	3	45	1	2
12	3	46	1	2
12	3	47	1	2
12	3	49	2	2
12	3	50	2	1
12	3	51	2	0
12	3	52	1	1
12	3	54	0	2
12	3	55	2	1
12	3	56	12	11
12	3	57	1	1
12	3	58	1	2
12	3	60	1	3
12	3	62	1	1
12	3	63	1	1
12	3	64	0	1
12	4	2	3	1
12	4	3	3	0
12	4	4	3	0
12	4	5	2	0
12	4	7	3	1
12	4	8	3	1
12	4	9	3	0
12	4	10	4	1
12	4	11	3	1
12	4	12	3	1
12	4	13	3	0
12	4	14	3	1
12	4	17	3	0
12	4	24	4	1
12	4	32	3	0
12	4	34	3	1
12	4	35	3	0
12	4	36	1	1
12	4	37	3	0
12	4	42	3	0
12	4	43	3	1
12	4	45	4	1
12	4	46	3	1
12	4	47	3	0
12	4	49	4	0
12	4	50	2	1
12	4	51	3	1
12	4	52	4	1
12	4	54	3	1
12	4	55	4	0
12	4	56	16	15
12	4	57	3	1
12	4	58	3	0
12	4	60	2	3
12	4	62	3	1
12	4	63	3	1
12	4	64	3	2
12	5	2	2	1
12	5	3	1	2
12	5	4	1	2
12	5	5	1	3
12	5	7	2	1
12	5	8	1	3
12	5	9	1	2
12	5	10	2	1
12	5	11	1	2
12	5	12	1	2
12	5	13	1	2
12	5	14	1	1
12	5	17	1	2
12	5	24	2	2
12	5	32	2	1
12	5	34	0	2
12	5	35	2	1
12	5	36	1	2
12	5	37	2	0
12	5	42	2	1
12	5	43	1	2
12	5	45	1	3
12	5	46	2	1
12	5	47	0	0
12	5	49	1	1
12	5	50	1	2
12	5	51	1	2
12	5	52	1	1
12	5	54	2	1
12	5	55	2	2
12	5	56	2	1
12	5	57	1	2
12	5	58	2	1
12	5	60	3	1
12	5	61	2	2
12	5	62	1	1
12	5	63	1	1
12	5	64	1	2
12	6	2	1	1
12	6	3	1	0
12	6	4	2	1
12	6	5	2	1
12	6	7	3	1
12	6	8	2	1
12	6	9	2	0
12	6	10	1	1
12	6	11	2	0
12	6	12	2	1
12	6	13	2	0
12	6	14	1	1
12	6	17	2	1
12	6	24	2	1
12	6	32	2	0
12	6	34	2	0
12	6	35	2	1
12	6	36	2	1
12	6	37	4	0
12	6	42	2	1
12	6	43	2	1
12	6	45	2	1
12	6	46	2	0
12	6	47	3	1
12	6	49	2	0
12	6	50	2	1
12	6	51	1	0
12	6	52	2	2
12	6	54	2	0
12	6	55	2	0
12	6	56	10	9
12	6	57	3	1
12	6	58	2	0
12	6	60	3	0
12	6	62	1	1
12	6	63	2	1
12	6	64	2	1
12	7	2	3	1
12	7	3	3	2
12	7	4	2	1
12	7	5	2	2
12	7	7	2	1
12	7	8	3	2
12	7	9	2	1
12	7	10	2	1
12	7	11	2	1
12	7	12	2	1
12	7	13	2	2
12	7	14	2	1
12	7	17	2	1
12	7	24	3	2
12	7	32	2	1
12	7	34	3	1
12	7	35	1	2
12	7	36	2	1
12	7	37	2	1
12	7	42	2	2
12	7	43	1	1
12	7	45	2	2
12	7	46	2	1
12	7	47	1	1
12	7	49	2	0
12	7	50	1	2
12	7	51	2	1
12	7	52	4	2
12	7	54	1	2
12	7	55	2	1
12	7	56	8	7
12	7	57	1	2
12	7	58	2	1
12	7	60	5	2
12	7	61	2	1
12	7	62	1	1
12	7	63	2	1
12	7	64	1	1
12	8	2	2	1
12	8	3	1	0
12	8	4	3	0
12	8	5	1	2
12	8	7	2	2
12	8	8	2	1
12	8	9	1	1
12	8	10	1	1
12	8	11	2	1
12	8	12	3	1
12	8	13	1	1
12	8	14	2	0
12	8	17	2	0
12	8	24	2	0
12	8	32	2	1
12	8	34	1	2
12	8	35	2	1
12	8	36	2	1
12	8	37	2	3
12	8	42	2	1
12	8	43	2	1
12	8	45	2	2
12	8	46	2	1
12	8	47	0	2
12	8	49	2	1
12	8	50	2	1
12	8	51	1	1
12	8	52	2	1
12	8	54	3	1
12	8	55	2	1
12	8	56	6	5
12	8	57	2	1
12	8	58	2	1
12	8	60	3	1
12	8	61	3	1
12	8	62	1	1
12	8	63	3	1
12	8	64	1	0
12	9	2	2	0
12	9	3	2	1
12	9	4	3	1
12	9	5	1	0
12	9	7	2	1
12	9	8	2	2
12	9	9	3	1
12	9	10	1	2
12	9	11	2	1
12	9	12	2	1
12	9	13	2	1
12	9	14	2	1
12	9	17	3	0
12	9	24	3	1
12	9	32	3	1
12	9	34	3	1
12	9	35	3	1
12	9	36	2	3
12	9	37	2	0
12	9	42	1	3
12	9	43	3	1
12	9	45	2	2
12	9	46	2	1
12	9	47	3	2
12	9	49	1	1
12	9	50	2	1
12	9	51	2	1
12	9	52	3	2
12	9	54	2	1
12	9	55	3	2
12	9	56	14	13
12	9	57	3	1
12	9	58	2	1
12	9	60	3	6
12	9	62	2	1
12	9	63	2	0
12	9	64	3	1
13	1	2	2	0
13	1	3	2	1
13	1	4	2	1
13	1	5	3	1
13	1	7	2	1
13	1	8	2	1
13	1	9	2	0
13	1	10	2	1
13	1	11	1	1
13	1	12	1	2
13	1	13	2	1
13	1	14	2	0
13	1	17	2	2
13	1	20	1	2
13	1	24	3	1
13	1	32	2	0
13	1	34	2	1
13	1	35	2	1
13	1	36	2	1
13	1	37	3	1
13	1	42	2	0
13	1	43	2	1
13	1	45	2	1
13	1	46	2	0
13	1	47	3	0
13	1	49	2	0
13	1	50	2	1
13	1	51	1	1
13	1	52	2	0
13	1	54	1	0
13	1	55	3	2
13	1	56	5	0
13	1	57	3	1
13	1	58	2	0
13	1	60	4	1
13	1	61	2	2
13	1	62	3	1
13	1	63	2	0
13	1	64	2	1
13	2	2	3	1
13	2	3	2	1
13	2	4	3	1
13	2	5	3	1
13	2	7	2	1
13	2	8	3	1
13	2	9	3	1
13	2	10	1	1
13	2	11	3	2
